question_id,precision,recall,f1_score,cosine_similarity,bleu_score,rouge_1_f1,rouge_2_f1,rouge_l_f1
1,0.4,0.07692307692307693,0.12903225806451613,0.0,0.015216564374117501,0.15502645502645504,0.0,0.15502645502645504
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.2222222222222222,0.3636363636363636,0.1266594538636693,0.0,0.16666666666666666,0.11111111111111112,0.16666666666666666
4,1.0,0.0625,0.11764705882352941,0.16089322021655486,0.0004972348587861554,0.125,0.09523809523809523,0.125
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.2586825899442606,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,0.2,0.05555555555555555,0.08695652173913045,0.0,0.010199968131762712,0.1828282828282828,0.0,0.1828282828282828
10,1.0,0.24,0.3870967741935484,0.6339604894872777,0.4985987644523456,0.6974789915966387,0.611111111111111,0.6582633053221288
1,0.4,0.07692307692307693,0.12903225806451613,0.0,0.015216564374117501,0.15502645502645504,0.0,0.15502645502645504
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.8,0.12903225806451613,0.2222222222222222,0.10929024906139062,0.03684734297385576,0.23604465709728864,0.1568627450980392,0.23604465709728864
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2,0.034482758620689655,0.0588235294117647,0.0,0.002515281173593825,0.11779448621553883,0.0,0.11779448621553883
9,0.09090909090909091,0.05555555555555555,0.06896551724137931,0.05815531271742332,0.014398843368141076,0.16176470588235295,0.0,0.12254901960784316
10,0.14285714285714285,0.04,0.0625,0.0,0.015441838188205409,0.07675438596491228,0.0,0.07675438596491228
1,1.0,0.3076923076923077,0.47058823529411764,0.5265795571792219,0.4907888509136716,0.5833333333333334,0.5757575757575758,0.5833333333333334
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.2222222222222222,0.3636363636363636,0.1266594538636693,0.0,0.16666666666666666,0.11111111111111112,0.16666666666666666
4,1.0,0.0625,0.11764705882352941,0.2120379570573281,0.0036793762838865118,0.20833333333333334,0.0,0.20833333333333334
5,1.0,0.36363636363636365,0.5333333333333333,1.0000000000000002,0.43146827293898643,0.9523809523809524,0.9333333333333332,0.9523809523809524
6,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,0.2,0.05555555555555555,0.08695652173913045,0.0,0.010199968131762712,0.1828282828282828,0.0,0.1828282828282828
10,1.0,0.24,0.3870967741935484,0.6339604894872777,0.4985987644523456,0.6974789915966387,0.611111111111111,0.6582633053221288
