question_id,precision,recall,f1_score,cosine_similarity,bleu_score,rouge_1_f1,rouge_2_f1,rouge_l_f1
1,0.6666666666666666,0.23076923076923078,0.3428571428571429,0.3259275286990099,0.2341344379835201,0.49403508771929827,0.4092071611253197,0.43228070175438593
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,0.9090909090909091,0.3125,0.4651162790697674,0.2599718081859992,0.27184651351273575,0.34564102564102567,0.31884057971014496,0.34564102564102567
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,1.0
7,1.0,0.36,0.5294117647058824,0.43959467391792656,0.34362150066728203,0.5333333333333333,0.4761904761904762,0.5333333333333333
8,0.6666666666666666,0.20689655172413793,0.31578947368421056,0.4328825095874616,0.2603552190274177,0.6232943469785575,0.5155971479500892,0.5882066276803118
9,0.2,0.05555555555555555,0.08695652173913045,0.0,0.010199968131762712,0.1828282828282828,0.0,0.1828282828282828
10,1.0,0.12,0.21428571428571425,0.4835832396021562,0.027324782563566925,0.49927849927849927,0.16931216931216933,0.4516594516594516
1,1.0,0.3076923076923077,0.47058823529411764,0.5265795571792219,0.4907888509136716,0.5833333333333334,0.5757575757575758,0.5833333333333334
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,0.9090909090909091,0.3225806451612903,0.4761904761904761,0.2599718081859992,0.29771799393562315,0.358974358974359,0.3333333333333333,0.358974358974359
5,1.0,0.36363636363636365,0.5333333333333333,1.0000000000000002,0.43146827293898643,0.9523809523809524,0.9333333333333332,0.9523809523809524
6,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,1.0
