question_id,precision,recall,f1_score,cosine_similarity,bleu_score,rouge_1_f1,rouge_2_f1,rouge_l_f1
1,0.5,0.19230769230769232,0.2777777777777778,0.19324622384588855,0.08756366314747194,0.25223057644110275,0.16666666666666666,0.25223057644110275
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,0.9090909090909091,0.3125,0.4651162790697674,0.2599718081859992,0.27184651351273575,0.34564102564102567,0.31884057971014496,0.34564102564102567
5,1.0,0.36363636363636365,0.5333333333333333,1.0000000000000002,0.43146827293898643,0.9523809523809524,0.9333333333333332,0.9523809523809524
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,1.0,0.2777777777777778,0.4347826086956522,0.2588381768248385,0.2234400153452131,0.27777777777777773,0.26666666666666666,0.27777777777777773
10,0.6666666666666666,0.24,0.3529411764705882,0.4951604926211684,0.35274081330585844,0.5357142857142857,0.44642857142857145,0.503968253968254
1,0.3333333333333333,0.11538461538461539,0.17142857142857146,0.0,0.013499053703521514,0.14387464387464385,0.0,0.14387464387464385
2,1.0,0.2,0.33333333333333337,1.0,0.4559598137238141,0.7777777777777777,0.0,0.7777777777777777
3,1.0,0.1111111111111111,0.19999999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
4,0.8,0.12903225806451613,0.2222222222222222,0.10929024906139062,0.03684734297385576,0.23604465709728864,0.1568627450980392,0.23604465709728864
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2222222222222222,0.06896551724137931,0.10526315789473684,0.02465709827821998,0.005852607840081261,0.15297906602254427,0.0,0.12399355877616747
9,0.6,0.16666666666666666,0.2608695652173913,0.11203230909208584,0.029972679482234078,0.2222222222222222,0.13333333333333333,0.2222222222222222
10,0.1111111111111111,0.04,0.058823529411764705,0.10305600431036661,0.02402365206216329,0.2006535947712418,0.0,0.2006535947712418
1,0.5,0.19230769230769232,0.2777777777777778,0.19324622384588855,0.08756366314747194,0.25223057644110275,0.16666666666666666,0.25223057644110275
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,1.0,0.15625,0.2702702702702703,0.24278930866677836,0.06755789861647633,0.3707247917774233,0.1568627450980392,0.27308169413432565
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.14285714285714285,0.08,0.10256410256410256,0.02268321029277491,0.011723614596272655,0.061111111111111116,0.0,0.061111111111111116
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,0.5714285714285714,0.4444444444444444,0.5,0.2371195500012626,0.15586451711171315,0.29064327485380115,0.21052631578947367,0.29064327485380115
10,0.35714285714285715,0.2,0.25641025641025644,0.10305600431036661,0.02297532258077306,0.3078787878787879,0.0,0.2812121212121212
1,0.5,0.19230769230769232,0.2777777777777778,0.19324622384588855,0.08756366314747194,0.25223057644110275,0.16666666666666666,0.25223057644110275
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,1.0,0.15625,0.2702702702702703,0.24278930866677836,0.06755789861647633,0.3707247917774233,0.1568627450980392,0.27308169413432565
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.14285714285714285,0.08,0.10256410256410256,0.02268321029277491,0.011723614596272655,0.061111111111111116,0.0,0.061111111111111116
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,0.5714285714285714,0.4444444444444444,0.5,0.2371195500012626,0.15586451711171315,0.29064327485380115,0.21052631578947367,0.29064327485380115
10,0.35714285714285715,0.2,0.25641025641025644,0.10305600431036661,0.02297532258077306,0.3078787878787879,0.0,0.2812121212121212
1,0.5,0.19230769230769232,0.2777777777777778,0.19324622384588855,0.08756366314747194,0.25223057644110275,0.16666666666666666,0.25223057644110275
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,1.0,0.15625,0.2702702702702703,0.24278930866677836,0.06755789861647633,0.3707247917774233,0.1568627450980392,0.27308169413432565
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.14285714285714285,0.08,0.10256410256410256,0.02268321029277491,0.011723614596272655,0.061111111111111116,0.0,0.061111111111111116
8,1.0,0.27586206896551724,0.4324324324324324,0.5652242375747759,0.5204275499150645,0.7237851662404092,0.6317460317460317,0.7237851662404092
9,0.5714285714285714,0.4444444444444444,0.5,0.2371195500012626,0.15586451711171315,0.29064327485380115,0.21052631578947367,0.29064327485380115
10,0.35714285714285715,0.2,0.25641025641025644,0.10305600431036661,0.02297532258077306,0.3078787878787879,0.0,0.2812121212121212
1,0.4,0.07692307692307693,0.12903225806451613,0.0,0.015216564374117501,0.15502645502645504,0.0,0.15502645502645504
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.2222222222222222,0.3636363636363636,0.3333333333333334,0.0737961962083769,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,0.9090909090909091,0.3125,0.4651162790697674,0.2599718081859992,0.27184651351273575,0.34564102564102567,0.31884057971014496,0.34564102564102567
5,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.37999591951561196,0.9047619047619048,0.8666666666666667,0.9047619047619048
6,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.6,0.20689655172413793,0.3076923076923077,0.4328825095874616,0.23122697890825972,0.5922807017543859,0.48650184711565775,0.5589473684210526
9,1.0,0.16666666666666666,0.2857142857142857,0.1932462238458886,0.018608177915821998,0.19999999999999998,0.16666666666666666,0.19999999999999998
10,1.0,0.16,0.2758620689655173,0.6339604894872777,0.044975021394579213,0.5777777777777778,0.15,0.41111111111111115
1,0.75,0.2727272727272727,0.39999999999999997,1.0000000000000002,0.11044238341533524,0.6071428571428572,0.1111111111111111,0.6071428571428572
2,1.0,0.14634146341463414,0.2553191489361702,0.269335498711147,0.02776777142169903,0.3583662714097497,0.23015873015873015,0.3583662714097497
3,0.75,0.15789473684210525,0.2608695652173913,0.1472364291229902,0.051941259062260305,0.36060606060606065,0.06666666666666667,0.29393939393939394
4,0.14285714285714285,0.06060606060606061,0.0851063829787234,0.0,0.013941805891437191,0.100664767331434,0.0,0.100664767331434
5,0.2727272727272727,0.11538461538461539,0.16216216216216214,0.0,0.014337683577762238,0.08363636363636363,0.0,0.08363636363636363
6,0.16666666666666666,0.034482758620689655,0.05714285714285715,0.05692537106337217,0.012531134880523312,0.06666666666666667,0.0,0.06666666666666667
7,0.3333333333333333,0.09090909090909091,0.14285714285714288,0.05692537106337217,0.012407152513074742,0.08333333333333333,0.0,0.08333333333333333
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.2857142857142857,0.06451612903225806,0.10526315789473685,0.02343497362153168,0.010182020756843548,0.09500805152979065,0.0,0.09500805152979065
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.2727272727272727,0.42857142857142855,1.0000000000000002,0.46692071854344236,0.9047619047619048,0.8666666666666667,0.9047619047619048
2,0.4444444444444444,0.0975609756097561,0.16,0.13603659199732246,0.017235882413412233,0.24666666666666673,0.0,0.2188888888888889
3,1.0,0.3684210526315789,0.5384615384615384,0.5857636959820595,0.3583155487044006,0.7047619047619048,0.3888888888888889,0.5650793650793651
4,0.875,0.21212121212121213,0.3414634146341463,0.26212169064396135,0.04419661091507448,0.33868092691622104,0.09999999999999999,0.33868092691622104
5,0.25,0.07692307692307693,0.11764705882352941,0.030646660580260273,0.012527225392720087,0.0687830687830688,0.0,0.0687830687830688
6,0.1,0.034482758620689655,0.05128205128205129,0.0,0.01256172839950786,0.060000000000000005,0.0,0.060000000000000005
7,0.4,0.18181818181818182,0.25000000000000006,0.04812785175912892,0.04040364508547376,0.13333333333333336,0.08333333333333333,0.13333333333333336
8,0.4,0.09090909090909091,0.14814814814814814,0.12331153432250609,0.028750963853414923,0.2063492063492063,0.0,0.2063492063492063
9,0.5,0.06451612903225806,0.1142857142857143,0.041788979329105774,0.009744023436799944,0.08888888888888889,0.05128205128205127,0.08888888888888889
10,0.1,0.017857142857142856,0.030303030303030304,0.0,0.011492038973916159,0.09014277435330066,0.0,0.09014277435330066
1,0.75,0.2727272727272727,0.39999999999999997,1.0000000000000002,0.11044238341533524,0.6071428571428572,0.1111111111111111,0.6071428571428572
2,1.0,0.0975609756097561,0.17777777777777776,0.23566684251882467,0.011805690863484231,0.2968253968253968,0.22027290448343084,0.2968253968253968
3,1.0,0.2631578947368421,0.4166666666666667,0.6035358039588685,0.3569572144562525,0.7252747252747254,0.3888888888888889,0.5787545787545788
4,0.2857142857142857,0.06060606060606061,0.1,0.027256013821999797,0.0,0.10350877192982456,0.0,0.10350877192982456
5,0.5714285714285714,0.15384615384615385,0.24242424242424246,0.26057725467852805,0.07596587971478476,0.31176470588235294,0.2111111111111111,0.31176470588235294
6,0.8,0.13793103448275862,0.2352941176470588,0.10387855977748563,0.0201549846690568,0.21481481481481482,0.03703703703703704,0.21481481481481482
7,0.42857142857142855,0.2727272727272727,0.33333333333333326,0.23388912904800244,0.038099506767156295,0.29393939393939394,0.06666666666666667,0.29393939393939394
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.16666666666666666,0.06451612903225806,0.09302325581395349,0.02593631453095001,0.01188535092181015,0.10559006211180126,0.0,0.07660455486542443
10,0.75,0.05357142857142857,0.09999999999999999,0.30655876695544554,0.0,0.3383256528417819,0.15555555555555556,0.24836789554531488
1,0.75,0.2727272727272727,0.39999999999999997,1.0000000000000002,0.11044238341533524,0.6071428571428572,0.1111111111111111,0.6071428571428572
2,0.8571428571428571,0.14634146341463414,0.25,0.15264515729221695,0.01983015587684865,0.20948616600790515,0.09841269841269841,0.17918313570487485
3,1.0,0.3157894736842105,0.4799999999999999,0.5694174468979201,0.17711012632840964,0.7103785103785104,0.317016317016317,0.5601953601953602
4,0.2857142857142857,0.06060606060606061,0.1,0.027256013821999797,0.0,0.10350877192982456,0.0,0.10350877192982456
5,0.0,0.0,0.0,0.0,0.0,0.1346801346801347,0.0,0.09764309764309764
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.1,0.09090909090909091,0.09523809523809525,0.0,0.007819165058297006,0.044444444444444446,0.0,0.044444444444444446
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.125,0.03225806451612903,0.05128205128205128,0.0,0.010526101474945445,0.06,0.0,0.06
10,0.75,0.05357142857142857,0.09999999999999999,0.30655876695544554,0.0,0.3383256528417819,0.15555555555555556,0.24836789554531488
1,0.75,0.2727272727272727,0.39999999999999997,1.0000000000000002,0.11044238341533524,0.6071428571428572,0.1111111111111111,0.6071428571428572
2,1.0,0.0975609756097561,0.17777777777777776,0.23566684251882467,0.011805690863484231,0.2968253968253968,0.22027290448343084,0.2968253968253968
3,1.0,0.2631578947368421,0.4166666666666667,0.6035358039588685,0.3569572144562525,0.7252747252747254,0.3888888888888889,0.5787545787545788
4,0.2857142857142857,0.06060606060606061,0.1,0.027256013821999797,0.0,0.10350877192982456,0.0,0.10350877192982456
5,0.5714285714285714,0.15384615384615385,0.24242424242424246,0.26057725467852805,0.07596587971478476,0.31176470588235294,0.2111111111111111,0.31176470588235294
6,0.8,0.13793103448275862,0.2352941176470588,0.10387855977748563,0.0201549846690568,0.21481481481481482,0.03703703703703704,0.21481481481481482
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.125,0.03225806451612903,0.05128205128205128,0.0,0.010526101474945445,0.06,0.0,0.06
10,0.6,0.05357142857142857,0.0983606557377049,0.30655876695544554,0.0,0.3210858585858586,0.14557485525227462,0.2356060606060606
1,0.75,0.2727272727272727,0.39999999999999997,1.0000000000000002,0.11044238341533524,0.6071428571428572,0.1111111111111111,0.6071428571428572
2,0.0,0.0,0.0,0.08069489114921509,0.0,0.07212475633528265,0.0,0.07212475633528265
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2727272727272727,0.11538461538461539,0.16216216216216214,0.0,0.014337683577762238,0.08363636363636363,0.0,0.08363636363636363
6,0.3333333333333333,0.10344827586206896,0.15789473684210528,0.05692537106337217,0.022942625061780537,0.17701304543409804,0.0,0.17701304543409804
